iddblp;idscholar;id_d;id_s
journals/tods/CliffordDIJS97;f1wgD54UUKwJ;66543;54465
conf/sigmod/MaddenSHR02;HTAP9c7dQagJ;64667;54467
journals/sigmod/KannanKIK03;h_tDfTvsR0QJ;66136;54482
conf/sigmod/LiYVGPUV98;fOQEOEdh-mcJ;65476;54509
journals/sigmod/TianDCZ02;O6CCKkRxAbwJ;64494;54522
conf/sigmod/ImielinskiVB94;CuoOi5jJXxQJ;65968;54529
journals/sigmod/BaaderJN97;SxT807RR-NsJ;64785;54534
conf/vldb/IpeirotisG02;JmGdMWsJuK0J;66496;54549
conf/vldb/RothS97;TNLmH37TfgcJ;65938;54556
conf/vldb/KornackerB95;IN_sibgHb9MJ;66195;54562
conf/sigmod/ZaianeHLCC98;GfRmtB2qhgYJ;65484;54569
conf/sigmod/PopaDST00;gAwckIiPpTEJ;65060;54572
journals/sigmod/LuoI02;url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601879%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;64315;54597
journals/sigmod/WestmannKHM00;q9rwlM_FKqkJ;64566;54631
conf/vldb/YagoubFIV00a;hMsWZU5TJWYJ;65509;54636
conf/vldb/LiM01;yXnK2wPwLzkJ;65312;54640
conf/vldb/SrinivasanDFCJYKTDB00;RmyORCW6qn8J;65633;54674
conf/sigmod/HellersteinHW97;7dcgPQxHuCMJ;65550;54689
journals/sigmod/CasatiDS00;pJsnj7fi9LIJ;64613;54693
conf/sigmod/LitwinS00;37yVRfSpM6MJ;65099;54710
conf/vldb/JohnsonM98;eFynrwKK_T0J;65819;54759
journals/sigmod/RisheSBDOALOSS95;pGU2Ew1AQkoJ;65144;54770
conf/vldb/BettiniJWW02;ghIMekzCkMQJ;66505;54785
conf/vldb/JagadishLRSS94;Yiwh22hbTAcJ;64336;54802
conf/sigmod/LakshmananNHP99;ALUnDjtT1OAJ;65276;54825
journals/sigmod/ONeilG95;MUXTIMdJLjgJ;65134;54842
conf/sigmod/DasGR03;JaJKfzmaEBYJ;64465;54856
conf/vldb/LuSL95;2g1GW3T-fVQJ;64295;54864
conf/sigmod/KotidisR99;5sb4hr4Ton0J;65210;54882
journals/vldb/FahlR97;iM6vRWljKpAJ;66699;54928
journals/tods/DiaoAFZF03;fREDZIbZVdEJ;65176;54952
conf/vldb/ParkMC02;WFmae47kgN4J;66471;54974
conf/sigmod/ZaharioudakisCLPU00;qW_oF_qWmvQJ;65051;54977
conf/sigmod/NatsevRS99;OtJVavxuuYgJ;65327;54978
conf/vldb/LakshmananSS96;7Xoa7OiZLXMJ;66844;54979
conf/sigmod/YanMHF01;sz9ESx0D0IcJ;64891;55008
journals/sigmod/Finkelstein95;gbnxN3MpucMJ;65158;55054
conf/vldb/SavasereON95;y1hmJODjq7UJ;66217;55055
conf/vldb/SteenhagenABB94;Xr2RguUzt-gJ;64432;55087
conf/vldb/RizviH02;3ku_XOqYuawJ;66392;55098
conf/vldb/GyssensL97;amxpJn__3XYJ;66054;55107
journals/sigmod/GuptaHR97;-ha8fD8Kj_oJ;64810;55112
conf/sigmod/BohrerBBCFHKKMNRRSUUW97;oulaZpEWkMQJ;65548;55118
conf/vldb/AgrawalPWZ95;LitNePng-ckJ;64368;55135
conf/sigmod/YuMWL01;h95306-8rjEJ;64968;55139
conf/sigmod/WoelkBJOTU95;19VIHSiMAXcJ;65825;55148
journals/sigmod/PalpanasPKG03;KQ6elbYA84QJ;66139;55172
conf/sigmod/CluetDSS98;i2rbviV_9VgJ;65429;55175
conf/sigmod/BrinMUT97;CnTgirrsL3EJ;65502;55181
conf/vldb/SumiyaYTSI95;ZoMjwB0ps2kJ;64303;55214
conf/vldb/Gawlick96;Y5OJk6_D-ZUJ;66854;55237
journals/vldb/StonebrakerALPSSSY96;FnypYUw9pwEJ;66794;55241
conf/vldb/Tygar98;lWMzZgqNlSEJ;65884;55250
journals/vldb/AtkinsonM95;N5Got4HigPgJ;66793;55257
conf/sigmod/BilirisFOP96;VakyeJZNPM0J;65700;55265
journals/sigmod/PapianiWDN99;EHBFbc1r9oIJ;64762;55266
conf/vldb/Schoning03;4NM5WR1WtPcJ;66311;55311
conf/sigmod/BlottRS96;pS2unAe-n_gJ;65788;55336
conf/sigmod/NguyenS96;Cd4NNuZnIn8J;65719;55350
conf/vldb/MadhavanH03;ujCYoqKS6BcJ;66373;55362
conf/sigmod/MotakisZ97;e8OIK3dEo6EJ;65671;55370
conf/sigmod/JonssonFS98;5fb1l1MyGisJ;65473;55386
conf/vldb/BraumandlCK98;rH5VOr1x-a8J;65845;55393
journals/tods/KossmannFDA00;8tDPAHGDRggJ;66590;55396
journals/sigmod/AdelbergKG96;GfiQygac5twJ;64951;55400
conf/vldb/KerstenWFKBC03;Ub6YwssjyiYJ;66309;55419
conf/sigmod/AggarwalY01;QkTd5WogN-AJ;64976;55422
journals/sigmod/FreemanG96;RzHjAQK7XTsJ;64959;55445
journals/tods/FukudaMMT01;Bcuo4_yr2p0J;66598;55456
conf/sigmod/FukudaMMT96;Bcuo4_yr2p0J;65704;55456
conf/vldb/JohnsonS94;FqxbaJQMigIJ;64358;55460
conf/vldb/AgarwalADGNRS96;xjlz3nY-EZsJ;66868;55462
conf/sigmod/BrunoCG01;XWF4kOtaoJkJ;64962;55463
journals/vldb/TenienteO95;G9tB3j46MoEJ;66811;55475
conf/vldb/DiligentiCLGG00;XCP3p-Hk8bMJ;65595;55479
journals/tods/DeyS96;l2y2U5f48WcJ;66535;55481
conf/sigmod/RajagopalanML98;AUR-p53CsK8J;65367;55482
conf/sigmod/CallanCD99;hqItKlvGzJIJ;65202;55483
journals/sigmod/ACT-NET96;AWM-7zzaO7wJ;64909;55492
conf/sigmod/YerneniLGU99;L9rzYv5OWpgJ;65195;55527
conf/vldb/BaumgartnerFG01;lhEP-ANTkfgJ;65305;55537
conf/vldb/KnorrN98;kKQ_2bg6WXAJ;65903;55543
journals/vldb/ChakrabartiDAR98;AyDb4G2EiGwJ;66692;55550
journals/sigmod/Winslett02a;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565127%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64302;55551
journals/vldb/ChakrabartiGRS01;PTmCbogNUpAJ;66761;55560
conf/vldb/ChakrabartiGRS00;PTmCbogNUpAJ;65459;55560
conf/vldb/DittrichSTW02;egCgEjikCgAJ;66489;55567
journals/sigmod/CampbellEM03;N9u28V6NZTIJ;66843;55587
conf/sigmod/SagonasSW94a;ezmsDUMWUJEJ;66119;55599
conf/sigmod/SagonasSW94;ezmsDUMWUJEJ;66076;55599
conf/sigmod/AcharyaAFZ95;clF04MGcPSUJ;65804;55614
conf/vldb/MaratheS97;vBUROMKYmQYJ;66052;55616
conf/vldb/McKennaBHT96;0tZaTV3W05wJ;66082;55680
conf/vldb/DeWittKLPY94;WbnSYesbN8QJ;64439;55681
conf/vldb/FaloutsosJS97;TyxKh_eSfCIJ;66148;55688
conf/sigmod/ChenJDTW00;KlxPr0YoE_sJ;65110;55691
journals/tods/CeriFPT94;DoS7NkmUyYgJ;66575;55696
journals/tods/CeriFPT95;DoS7NkmUyYgJ;66518;55696
conf/sigmod/DogacHKOONDMAKE96;_4ARkdpRArQJ;65750;55705
journals/sigmod/DogacDKOONEHAKKM95;_4ARkdpRArQJ;65065;55705
conf/vldb/BouganimFV96;TiffIV1Y6AMJ;66058;55719
conf/vldb/PapadiasMD98;_6JbypCpDqgJ;65915;55726
conf/sigmod/GarofalakisRRS99;z7J4u1sJ52cJ;65342;55731
journals/tods/MehrotraRKS98;tAnONC5J2W8J;66619;55741
conf/sigmod/Chakrabarti99;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304231%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65345;55752
conf/sigmod/MiloAABN03;P7vZf4MkRO4J;64492;55771
conf/sigmod/SeshadriLR94;60I0j0qUHVYJ;66046;55796
conf/vldb/BargaP95;iKnoUWXFoaAJ;66237;55804
conf/sigmod/KrollW94;kUzm9ofgc1UJ;65980;55842
conf/sigmod/DavulcuFKR99;TDyW6V4cc7MJ;65199;55847
conf/sigmod/ChandrasekaranCDFHHKMRS03;eOhZfLS25AsJ;64699;55864
conf/vldb/CarneyCCCLSSTZ02;HLd7exz0QagJ;66481;55870
conf/vldb/DarFJST96;95lS1rShpqQJ;66255;55882
conf/sigmod/BrinkhoffKSS94;IINRwK8hovkJ;66034;55889
conf/sigmod/SeshadriP97;wozKEQCoZvwJ;65618;55908
journals/tods/GunopulosKMSTS03;-q1BFuUI27EJ;65221;55927
journals/sigmod/BusslerFM02;m56HUW18JKAJ;66871;55934
conf/vldb/HelmerM97;vInYFLVq0uIJ;65954;55948
journals/vldb/AilamakiDH02;J9MeFW0vDJAJ;66706;55967
conf/sigmod/CareyFZ94;_Dtj6cJQFAQJ;65976;56011
conf/vldb/YanG95;lr_Kq9SZLY8J;66196;56029
conf/vldb/CarneyCCCLSSTZ02;KUYFJk7kXGEJ;66481;56032
journals/tods/BrunoCG02;tkCWrg5OsIwJ;66603;56036
conf/vldb/ChoG00;0ofvccnIJ-0J;65643;56042
conf/sigmod/WoelkBJOTU95;iFiv0xEJvIkJ;65825;56085
conf/sigmod/GotoK03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D872837%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64600;56099
conf/sigmod/SubramanianV98;KxwymZ2AGNQJ;65411;56106
conf/vldb/OoiYTJ01;T8BPorXB1VsJ;65517;56118
conf/sigmod/ChenR94;4Hhh-d__bksJ;65988;56127
conf/vldb/BohannonGKNS02;jj64xkk75ZIJ;66473;56143
journals/tods/LiC01;_gwfttQaTEkJ;66594;56146
conf/sigmod/AltinelABFSZ99;ShFgK7Iev-QJ;65242;56154
conf/vldb/OuzzaniAB94;CgoUJ7DogcwJ;64348;56173
journals/sigmod/Yang94;sHJ914nPZtUJ;65264;56175
journals/sigmod/Han98;qmIdBy8oNgEJ;64892;56321
conf/sigmod/WaasG00;xnoCdNeQykAJ;65047;56179
conf/sigmod/Meseck01;hWiIngXs5I0J;64916;56187
journals/sigmod/PaepckeGRC00;5ObmwcHCFQsJ;64547;56204
conf/vldb/JagadishKMPSS98;TB8sxeXqHRQJ;65854;56207
journals/vldb/SheikholeslamiCZ00;eFgoWIVr71IJ;66669;56221
conf/sigmod/BerchtoldK98;PKMN5Cdy7KcJ;65375;56228
conf/sigmod/VossenW99;mhZO8vzjUv4J;65394;56235
conf/sigmod/GuhaRS98;nMzsE-ScW4MJ;65400;56244
conf/sigmod/BabyCY01;rNoNn5hWsroJ;65003;56252
conf/vldb/ManolescuFKXO00;uJpbvfvNrW8J;65431;56259
conf/vldb/YiF00;DpQrWnvO7rEJ;65475;56266
journals/sigmod/Hoffner03;url:http://portal.acm.org/citation.cfm%3Fid%3D776985.776995%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;66228;56283
conf/sigmod/AdaliCPS96;zE4iM0h4W2sJ;65688;56284
journals/tods/AikenHW95;U8ZlWhxgtxYJ;66514;56287
journals/vldb/Halevy01;NXKx0V8rHQQJ;66721;56293
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;kAF15fIKHRUJ;64652;56302
conf/sigmod/BornhovdAKMPR03;4qtu0-tW0IcJ;64567;56307
conf/vldb/RothOH99;OslUAjJi_B4J;65764;56311
conf/vldb/LabioG96;nsN_2BnT_mMJ;66081;56334
conf/sigmod/MistryRSR01;r62IMncHe0IJ;64935;56348
journals/sigmod/FrankGGJKLMNPSSSTW99;93C5Prxx5YcJ;64754;56349
conf/vldb/GoldmanW97;3zf3WSt0B6UJ;65967;56418
conf/vldb/MillerHH00;wWG2iaq2tTgJ;65655;56422
conf/sigmod/SagonasSW94a;0hHYO7tQJUgJ;66119;56427
conf/sigmod/SagonasSW94;0hHYO7tQJUgJ;66076;56427
journals/tods/EiterGM97;WXWcO2ulDQUJ;66611;56439
conf/vldb/ChakrabartiSD98;oBDL7axDwG4J;66012;56459
conf/sigmod/DewanSHH94;GUdXGx4blW8J;66027;56496
conf/vldb/ShanmugasundaramGTZDN99;NADaoJJSRfQJ;65691;56497
journals/tods/TariSS97;iMM-Ho95algJ;66612;56512
conf/vldb/LeeWMS02;c-MP8R47zVIJ;66401;56522
conf/sigmod/Mamoulis03;8-eaDTdtfY4J;64554;56527
conf/sigmod/ZhangRL96;ICoe8GLPWMIJ;65686;56537
journals/tods/LeveneL99;iwPgaJ1eQrkJ;66627;56542
conf/vldb/BlokWZPAKJ01;4Ga0Ts2_rp0J;65328;56562
conf/vldb/ChaudhuriS01;-jtu5QeiAKQJ;65348;56577
journals/sigmod/HanBP01;-OEJgpIAScMJ;64398;56581
conf/vldb/BawaBA03;bo1rnY4bU4kJ;66292;56582
conf/vldb/YanL95;JLzIM-AHdW8J;66244;56590
conf/vldb/ChatziantoniouR97;UEvW-FsWASUJ;65962;56598
conf/vldb/WangYM97;t5wcMnkbsiUJ;66132;56628
journals/tods/YanG94;X7w4rQXqf70J;66568;56631
conf/vldb/JaedickeM99;XR50nxmrvFcJ;65679;56641
journals/vldb/Navarro02;ZAtWrc5XBlQJ;66716;56646
conf/vldb/WaasCB01;y_gKGtzupHIJ;65395;56653
conf/vldb/WangC03;nXj_8Y7lmHsJ;66268;56663
conf/vldb/GyssensL97;CfujBHjOpPAJ;66054;56676
conf/sigmod/HammerGNYBV97;pzPZuUoWej8J;65653;56689
conf/sigmod/RaoBG96;UmM1k4NoD2IJ;65800;56695
conf/sigmod/WangTYGWP02;loFIbaxAcG0J;64746;56696
conf/sigmod/BilirisP94;KYhmilHkq_IJ;65994;56707
conf/vldb/SchindlerAG03;CsWyDorgQF4J;66274;56711
journals/vldb/KashyapS96;GlmJMsfDgXwJ;66784;56737
conf/sigmod/HinneburgKW02;VWd7jhLXfV0J;64725;56740
conf/sigmod/GrayHOS96;jH3KeKroDfQJ;65676;56762
conf/sigmod/LakhamrajuRSS00;gdc5GKHgLOkJ;65080;56788
journals/sigmod/BunemanRU97;lgCzXE4LjkIJ;64982;56791
journals/sigmod/Hellerstein03;pHHvswIOFfAJ;66209;56809
conf/vldb/IoannidisLGP96;kDWGwVa8dykJ;66250;56814
conf/sigmod/IoannidisLANT97;kDWGwVa8dykJ;65612;56814
journals/sigmod/David03;vhUs7wTpUOoJ;66259;56836
conf/sigmod/Sheth95;eU-7sSXW5jEJ;65922;56860
conf/sigmod/BabcockCD03;mbhZ3gSR3NMJ;64564;56876
conf/vldb/GuPS00;mRWLGqueLNsJ;65601;56892
conf/sigmod/NgLHP98;OVsyr37zZxkJ;65387;56924
conf/sigmod/Chakravarthy97;5Ng-bLUNAsQJ;65616;56941
conf/sigmod/FreedmanD95;2bao_dZfCuQJ;65877;56957
conf/sigmod/BerensonBGMOO95;w9IzqrZAa74J;65743;56960
conf/sigmod/MankuRL99;wtJx5zluxC8J;65267;56967
conf/vldb/MeccaCM01;eynVF0FSPjkJ;65303;56968
journals/sigmod/Critchlow01;wuQbvQAcACsJ;64642;56984
conf/vldb/SrikantA95;bibMn8zFnksJ;64288;57000
conf/sigmod/ZhaoDNS98;Wg8o4cj8Cq4J;65426;57016
journals/sigmod/JensenCEGHJ94;CFMujYunuKcJ;65260;57065
conf/sigmod/NgLHP98;hQ2iRlFtfGUJ;65387;57068
journals/vldb/CliftonGB95;YkIvdNOC64cJ;66802;57074
conf/sigmod/MogiK96;ybgxHuCAS_8J;65681;57092
journals/tods/YanG94;fx6kDLBa8q8J;66568;57113
conf/sigmod/Cotton02;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564792%26type%3Dpdf;64859;57126
conf/sigmod/FukudaMMT96a;Y8UdbAPhYpUJ;65748;57133
conf/sigmod/BerchtoldK97;lYpquDAEzrIJ;65635;57135
conf/sigmod/GatziuGD95;jC39CJrWKr8J;65929;57144
conf/vldb/WangZL99;G4H0wLuSxaIJ;65760;57154
conf/sigmod/GingrasLSPS97;D0EVu0EZM-UJ;65634;57158
conf/vldb/MeoPC96;4j5ryW5xA7YJ;66077;57159
conf/vldb/GionisIM99;A8rGBQif7MIJ;65684;57170
conf/vldb/LuSL95;h24eSPFv8MoJ;64295;57208
conf/vldb/StohrR01;jn3pvb3hRzwJ;65513;57212
conf/vldb/RaghavanG01;LcX8Pm2ABJsJ;66442;57215
conf/sigmod/ZaianeHLCC98;VAX1F7QPNfsJ;65484;57228
conf/sigmod/MumickQM97;8m_6OmUvYJwJ;65568;57241
conf/sigmod/WitkowskiBBDFGSS03;ygCe1xRFuKgJ;64528;57248
conf/vldb/DeWittKLPY94;ENb3jCRhOi8J;64439;57249
conf/sigmod/HillyerS96;zonW-W8gJ3oJ;65680;57260
conf/sigmod/DeutschFS99;2lypQEgzfb8J;65334;57277
conf/sigmod/HellersteinHW97;K6752bGaG2QJ;65550;57284
conf/sigmod/AdyaGLM95;EP8u32KwMe4J;65741;57310
conf/sigmod/LitwinS00;99nKpf7A4uIJ;65099;57312
conf/sigmod/AtzeniT97;i2LI1TWifbYJ;65652;57340
journals/sigmod/SchmidtWKFCMB01;fc8y9x82jqAJ;64403;57347
conf/vldb/BohmMSW01;23cNr1EhPGwJ;65393;57364
journals/vldb/DoanMDDH03;HmE1BtE68dYJ;66559;57381
conf/sigmod/ViglasN02;4QupwyuXHi8J;64721;57385
conf/vldb/MorimotoFMTY98;31YuS02mFq8J;65900;57397
journals/sigmod/KuanL99;BZfdROjhbhwJ;64724;57438
conf/sigmod/MaddenH02;NXakCefUcdUJ;64735;57440
journals/sigmod/BorgidaCS98;iPbD7vPHzgYJ;64874;57441
journals/sigmod/Baeza-YatesN96;W3NucQtmzesJ;64958;57445
conf/vldb/CeriCW00;LlZwS4UrRtkJ;65639;57447
conf/sigmod/AgrawalASY97;bDiNQAdf8nEJ;65608;57455
conf/sigmod/ChakrabartiDI98;y88lIE5sgrwJ;65414;57458
conf/vldb/SrivastavaDJL96;8o0d8xLuwgUJ;66064;57462
conf/vldb/MargaritisFT01;WOiDxLKSioAJ;65308;57485
conf/vldb/KnorrN99;7J-gi_InWY0J;65770;57486
journals/sigmod/Domingo-FerrerH98;ajq2idLfpHMJ;64681;57488
conf/sigmod/WangZS95;d8Cr99eHMwAJ;65949;57491
conf/vldb/May01;Fb4oYRM9N4EJ;65491;57501
conf/sigmod/DeshpandeNGS03;aBiqHXGXoJEJ;64581;57513
conf/vldb/SavasereON95;c4m40zywvWsJ;66217;57520
journals/sigmod/OukselS99;YeVWiZOxB9IJ;64706;57521
journals/sigmod/FengJH01;SUT-QTwqFNkJ;64639;57529
conf/vldb/Toivonen96;SVRZYX3nSGAJ;66833;57534
journals/sigmod/Eisenberg96;tFbkjO2wcFMJ;65019;57539
journals/sigmod/Aberer03a;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D641004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66879;57560
conf/vldb/CarneyCCCLSSTZ02;4-igDwZdi-QJ;66481;57573
conf/vldb/WildfogelY97;uqYakLN84x0J;65989;57580
conf/vldb/CareyKRLABFLOPQRSSUVWY01;_pAcjtd1nbEJ;65483;57586
conf/sigmod/Brown99;itP4yy9sLUUJ;65347;57589
conf/vldb/BelussiF95;a78Lxr80kJUJ;66247;57602
conf/vldb/BerchtoldKK96;pMqgAz_KzPgJ;66096;57613
conf/vldb/WangYM97;RiOvjzg_MJwJ;66132;57615
journals/vldb/TorpJS00;wr5pRI-iGqsJ;66672;57626
conf/sigmod/MumickQM97;cvHvC7tUSrIJ;65568;57630
conf/sigmod/DobraGGR02;v7A9Otp7OjsJ;64783;57632
conf/vldb/SrikantA95;RE_sI8I74igJ;64288;2734
conf/vldb/TreschPL95;1rPUqMFsS3AJ;64284;3192
conf/vldb/SrikantA95;Ve-JH2yNN0kJ;64288;4785
journals/sigmod/Hammer02;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D584455%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64272;4995
conf/sigmod/Han96;uEbdEtnaCXMJ;64276;9842
conf/vldb/RusinkiewiczKTWM95;019zSr3Lx4EJ;64268;10249
conf/vldb/HvasshovdTBH95;eSPpim_OX4QJ;64293;11167
conf/vldb/SrikantA95;KIPDo6ym8BUJ;64288;11269
conf/vldb/FerrandinaMZFM95;1hpY5dx3BRIJ;64273;12446
conf/vldb/HaasNSS95;x70Y3qaTL40J;64289;14222
conf/vldb/Chiueh94;nOF-SuSEaaEJ;64438;15536
journals/sigmod/Konig-RiesMMPPRSVW02;FIxl60DSBqgJ;64279;16049
journals/sigmod/Kim02;1PPb2Y8X7rAJ;64294;16354
journals/sigmod/Ouksel02;url:http://portal.acm.org/citation.cfm%3Fid%3D565117.565131%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;64277;16625
conf/vldb/RusinkiewiczKTWM95;KureLsKbUXYJ;64268;16631
conf/vldb/SrikantA95;v7i1i5y_nHgJ;64288;18756
conf/vldb/SrikantA95;OqO-ZxObnjgJ;64288;19236
conf/vldb/SrikantA95;08bwdEy_OY8J;64288;19953
conf/vldb/SrikantA95;fIcZeXoZ4bIJ;64288;20504
conf/vldb/AmmannJR95;x-H7BqZ0Hw8J;64270;21190
conf/vldb/RysNS96;sRcMuuo3-BEJ;66866;350
conf/sigmod/ONeilQ97;lMTodOXT45MJ;65565;57663
conf/sigmod/FernandezFKLS97;zjrD8FvY6TgJ;65642;57675
conf/vldb/AboulnagaAN01;P6wBeL9DsREJ;65358;57684
conf/vldb/YuV00;43N2r_SuYccJ;65466;57701
conf/sigmod/WangWYY02;DRp1iFn7znkJ;64766;57721
conf/sigmod/RamaswamyK95;xnNIRajBihoJ;65858;57725
journals/vldb/Atkinson00;url:http://www.springerlink.com/index/CFM1025XF89JLNH8.pdf;66749;57739
conf/sigmod/RafieiM97;N-kEDX56ek0J;65591;57750
journals/vldb/Antoshenkov97;gleX-n_dgkcJ;66683;57774
conf/sigmod/FernandezFKLS97;4BpkEHas0LcJ;65642;57775
journals/tods/MumickFPR96;foXmpW4KwtkJ;66527;57830
conf/sigmod/HaasH01;tHEP1S1typgJ;64924;57832
conf/sigmod/SeshadriHPLRSSS96;Elpbl8vygYoJ;65725;57843
journals/sigmod/HadzilacosT97;p_k0_rphEOcJ;64822;57857
conf/sigmod/ZhaoDNS98;mBC03oUT8yAJ;65426;57858
conf/sigmod/CluetDSS98;q9yRMEgjLOAJ;65429;57865
conf/sigmod/KoudasS97;sB-nvl5829EJ;65560;57867
journals/sigmod/KoksalAD98;enYoi4XT7n0J;64900;57871
journals/vldb/Amer-YahiaCLS02;79CvVWsqYLcJ;66735;57872
conf/vldb/KnorrN99;7lkCBMe603kJ;65770;57878
conf/vldb/Sarawagi95;C8lF7grRFcMJ;64373;57892
journals/vldb/LandauST95;SoejoqQZHg0J;66789;57904
conf/vldb/Graefe99;3m-KKBVF8KkJ;65716;57957
conf/sigmod/ZaharioudakisC97;U0o8vPY7L4kJ;65563;57958
conf/vldb/TamuraK99;rAHGAfoqookJ;65774;57993
conf/sigmod/ChaudhuriD97;gY652XXjHB8J;65649;58000
conf/vldb/BliujuteJSS98;wbGdc_RsI14J;65851;58005
conf/vldb/SrikantA95;DLymXxpy2qYJ;64288;58012
journals/sigmod/CaplinskasEV02;Axu6UlX-pPYJ;64287;58019
journals/tods/LitwinN96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1093386%26type%3Dpdf;66541;58024
conf/sigmod/LarsonG98;QmBz3hMOFh4J;65442;58036
conf/vldb/GardarinST96;RB2VKRwnXywJ;66063;58039
conf/vldb/KornackerB95;_1N4nkD4AMIJ;66195;58045
conf/sigmod/SistlaW95;gLjn4f4f63wJ;65872;58058
conf/vldb/ViverosNR96;YWG9plUEbigJ;66071;58069
conf/vldb/LevyRO96;TiS6j9mg9xoJ;66846;58079
journals/sigmod/AbererCDDHPS03;hBrgosYDi3oJ;66215;58101
conf/sigmod/LakshmananNHP99;fZSRCe60AUcJ;65276;58118
journals/vldb/Halevy02;url:http://www.springerlink.com/index/6UEYKJ4UQTK18H6D.pdf;66732;58132
conf/vldb/DillKMRST01;eZoS-yciSRsJ;65299;58136
conf/vldb/ZirintsisKM99;_UYteGcmBKIJ;65869;58153
conf/sigmod/LoR94;PpyOTK673dwJ;66036;58155
conf/sigmod/Ivinskis95;9FaaDi_zGnEJ;65828;58157
conf/vldb/ColletCS94;sZwecq6zUmMJ;64400;58162
conf/vldb/HelmerM97;xsh0C_nCllsJ;65954;58165
conf/vldb/Kiessling02;6Rn6hsdao-wJ;66486;58176
conf/sigmod/LarsonG03;vmQeUKFzhAEJ;64705;58228
conf/vldb/RaghavanG03;ma-ZRYj0pXIJ;66335;58241
conf/vldb/GoldmanW97;Ye9iUyg5mL0J;65967;58243
journals/vldb/GeorgeH00;M0W5X_JA5kcJ;66666;58251
conf/vldb/GeorgeH98;M0W5X_JA5kcJ;66002;58251
conf/vldb/PedersenJD99;sAUncbolYJ8J;65737;58258
conf/sigmod/BerensonBGMOO95;zguNkU2zLY0J;65743;58263
conf/sigmod/VossenW99;9PhYz-N58A8J;65394;58266
journals/tods/IoannidisR95;TJDMWbCXMtgJ;66524;58293
journals/sigmod/GobleR02a;B-u4advaVBkJ;64367;58350
conf/sigmod/GuhaRS98;-L22HvEHwH8J;65400;58302
conf/sigmod/Sarawagi00;H_bdYlpD79oJ;65184;58305
conf/sigmod/ImielinskiVB94;RcmGrB81X-4J;65968;58306
journals/vldb/BarbaraI95;bMUUwjP72hwJ;66799;58307
conf/sigmod/BarbaraI94;bMUUwjP72hwJ;66016;58307
journals/vldb/ChanFGR02;LfS9Vr-FSZEJ;66730;58309
conf/sigmod/JagatheesanR03;hHMtxXFlyu8J;64556;58319
conf/sigmod/SagonasSW94a;xc8KEoeRT9sJ;66119;58360
conf/sigmod/SagonasSW94;xc8KEoeRT9sJ;66076;58360
journals/vldb/Navarro02;UDQsHc_ps4IJ;66716;58384
journals/tods/GutingBEJLSV00;uslMCdq5gUsJ;66583;58409
conf/vldb/YanL95;9B2oMksKaMMJ;66244;58415
conf/vldb/AltinelF00;SXHPvzZDrFMJ;65457;58416
journals/sigmod/MedskerCS95;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202673%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65036;58423
journals/sigmod/SchlageterBHMSW95;url:http://portal.acm.org/citation.cfm%3Fid%3D202672;65085;58431
conf/sigmod/Jagadish94;eH69_dCm18wJ;65997;58465
conf/sigmod/ZaianeHLCC98;tFB9gJLG4_UJ;65484;58482
conf/vldb/MohaniaS94;JORYEDHKYSMJ;64408;58484
conf/sigmod/ShanmugasundaramNSR99;DZI4GwpYBOcJ;65222;58485
conf/sigmod/Galindo-Legaria94;iEs59H5EFHwJ;66053;58498
conf/sigmod/CallanCD99;eWVreKOw_QgJ;65202;58504
conf/sigmod/RamakrishnanD98;LSNo-7ii1vEJ;65546;58524
